MUNCODMUN;"MUNNOMMUN";CALCODCAL;"CALCODSIG";"CALNOMCAL";"CALNOMCOR"
44;"OVIEDO                                            ";2509;"LUGAR";"GRANJA LA                                         ";"GRANJA LA                "
44;"OVIEDO                                            ";1809;"LUGAR";"GRANXA LA                                         ";"GRANXA LA                "
44;"OVIEDO                                            ";206;"CALLE";"GREGORIO MARAÑON                                  ";"GREGORIO MARAÑON         "
44;"OVIEDO                                            ";4066;"CALLE";"GREMIO DE CONFITEROS                              ";"GREMIO DE CONFITEROS     "
44;"OVIEDO                                            ";4095;"PLAZA";"GREMIO DE LIBREROS                                ";"GREMIO DE LIBREROS       "
44;"OVIEDO                                            ";4159;"JDIN ";"GRUPO FOLKLORICO ""EL HORRIN""                      ";"GRUP FOLKLORICO EL HORRIN"
44;"OVIEDO                                            ";207;"CALLE";"GUILLERMO ESTRADA                                 ";"GUILLERMO ESTRADA        "
44;"OVIEDO                                            ";4119;"PLAZA";"GUISANDERAS LAS                                   ";"GUISANDERAS LAS          "
44;"OVIEDO                                            ";208;"CALLE";"HABANA LA                                         ";"HABANA LA                "
44;"OVIEDO                                            ";4094;"CALLE";"HANGZHOU                                          ";"HANGZHOU                 "
44;"OVIEDO                                            ";209;"CALLE";"HELECHOS LOS                                      ";"HELECHOS LOS             "
44;"OVIEDO                                            ";2510;"LUGAR";"HERAS LAS                                         ";"HERAS LAS                "
44;"OVIEDO                                            ";210;"CALLE";"HERMANAS SANCHEZ TAMARGO                          ";"HERMANAS SANCHEZ TAMARGO "
44;"OVIEDO                                            ";4020;"PLAZA";"HERMANOS CANTON                                   ";"HERMANOS CANTON          "
44;"OVIEDO                                            ";4117;"CALLE";"HERMANOS MARISTAS DE LA ENSEÑANZA                 ";"HERMANOS MARISTAS ENSEÑAN"
44;"OVIEDO                                            ";211;"AVDA ";"HERMANOS MENENDEZ PIDAL                           ";"HERMANOS MENENDEZ PIDAL  "
44;"OVIEDO                                            ";212;"CALLE";"HERMANOS VILLANUEVA                               ";"HERMANOS VILLANUEVA      "
44;"OVIEDO                                            ";213;"CALLE";"HEVIA BOLAÑOS                                     ";"HEVIA BOLAÑOS            "
44;"OVIEDO                                            ";545;"CALLE";"HISTORIADOR JUAN URIA                             ";"HISTORIADOR JUAN URIA    "
44;"OVIEDO                                            ";1866;"AVDA ";"HOLANDA DE                                        ";"HOLANDA DE               "
44;"OVIEDO                                            ";596;"CALLE";"HUERTA DE OTERO                                   ";"HUERTA DE OTERO          "
44;"OVIEDO                                            ";214;"CALLE";"HUERTAS LAS                                       ";"HUERTAS LAS              "
44;"OVIEDO                                            ";215;"CLLJA";"HUEVOS DE LOS                                     ";"HUEVOS DE LOS            "
44;"OVIEDO                                            ";216;"CALLE";"HULLA LA                                          ";"HULLA LA                 "
44;"OVIEDO                                            ";2554;"LUGAR";"IBESA LA                                          ";"IBESA LA                 "
44;"OVIEDO                                            ";2405;"LUGAR";"IGLESIAS                                          ";"IGLESIAS                 "
44;"OVIEDO                                            ";569;"CALLE";"IGNACIO ALVAREZ CASTELAO                          ";"IGNACIO ALVAREZ CASTELAO "
44;"OVIEDO                                            ";739;"CALLE";"IGNACIO HERRERO GARRALDA                          ";"IGNACIO HERRERO GARRALDA "
44;"OVIEDO                                            ";217;"CALLE";"ILDEFONSO MARTINEZ                                ";"ILDEFONSO MARTINEZ       "
44;"OVIEDO                                            ";559;"CALLE";"ILDEFONSO SANCHEZ DEL RIO                         ";"ILDEFONSO SANCHEZ DEL RIO"
44;"OVIEDO                                            ";790;"CALLE";"ILLAS                                             ";"ILLAS                    "
44;"OVIEDO                                            ";218;"CALLE";"INDALECIO PRIETO TUERO                            ";"INDALECIO PRIETO TUERO   "
44;"OVIEDO                                            ";219;"CALLE";"INDEPENDENCIA                                     ";"INDEPENDENCIA            "
44;"OVIEDO                                            ";4007;"POLIG";"INDUSTRIAL DE OLLONIEGO-TUDELA-ZONA A             ";"OLLONIEGO-TUDELA-ZONA A  "
44;"OVIEDO                                            ";4008;"POLIG";"INDUSTRIAL DE OLLONIEGO-TUDELA-ZONA B             ";"OLLONIEGO-TUDELA-ZONA B  "
44;"OVIEDO                                            ";4009;"POLIG";"INDUSTRIAL DE OLLONIEGO-TUDELA-ZONA C             ";"OLLONIEGO-TUDELA-ZONA C  "
44;"OVIEDO                                            ";1861;"POLIG";"INDUSTRIAL ESPIRITU SANTO                         ";"INDUSTRIAL ESPIRITU SANTO"
44;"OVIEDO                                            ";220;"CALLE";"INGENIERO MARQUINA                                ";"INGENIERO MARQUINA       "
44;"OVIEDO                                            ";222;"CALLE";"INGENIERO PATAC                                   ";"INGENIERO PATAC          "
44;"OVIEDO                                            ";4123;"CALLE";"INSTITUTO ALFONSO II                              ";"INSTITUTO ALFONSO II     "
44;"OVIEDO                                            ";4121;"CALLE";"INSTITUTO ARAMO                                   ";"INSTITUTO ARAMO          "
44;"OVIEDO                                            ";1867;"AVDA ";"IRLANDA DE                                        ";"IRLANDA DE               "
44;"OVIEDO                                            ";4074;"CALLE";"ISIDORO CHAMORRO PEREZ                            ";"ISIDORO CHAMORRO PEREZ   "
44;"OVIEDO                                            ";576;"CALLE";"ISIDORO RODRIGUEZ ACEVEDO                         ";"ISIDORO RODRIGUEZ ACEVEDO"
44;"OVIEDO                                            ";4165;"CALLE";"ISIDRO LANGARA                                    ";"ISIDRO LANGARA           "
44;"OVIEDO                                            ";223;"CALLE";"ISLA DE CUBA                                      ";"ISLA DE CUBA             "
44;"OVIEDO                                            ";643;"PQUE ";"ISMAEL FUENTE                                     ";"ISMAEL FUENTE            "
44;"OVIEDO                                            ";4108;"PLAZA";"ITALIA                                            ";"ITALIA                   "
44;"OVIEDO                                            ";617;"AVDA ";"ITALIA DE                                         ";"ITALIA DE                "
44;"OVIEDO                                            ";224;"CALLE";"JABALI                                            ";"JABALI                   "
44;"OVIEDO                                            ";225;"CALLE";"JACINTO BENAVENTE                                 ";"JACINTO BENAVENTE        "
44;"OVIEDO                                            ";226;"CALLE";"JACINTOS LOS                                      ";"JACINTOS LOS             "
44;"OVIEDO                                            ";740;"CALLE";"JAIME TRUYOLS SANTONJA                            ";"JAIME TRUYOLS SANTONJA   "
44;"OVIEDO                                            ";1851;"CALLE";"JARDIN                                            ";"JARDIN                   "
